asin,reviewerID,reviewTime,reviewerName,reviews.title,reviews.text,reviews.rating
B007WZHRNO,AC0271IH856F3,"02 27, 2013",thejerseybookaholic,One of the best books I've read in this category!,"I loved this book! I haven't read many books about Greek mythology, but this definitely ranks as one of my new favorites!From the start, Rosanna Leo had me hooked. I loved the story line, I loved reading about the gods, which made for an awesome story line and most importantly I LOVED listening to the gods argue (especially Eryx and Dionysius!), so funny and entertaining.To kind of jump off of that my two favorite characters were Eryx and Dionysius. Eryx was becoming my new favorite book boyfriend with each passing page and I don't know if it's because he was SO amazing or because he was the God of Love, but I completely understood Maia's feelings, lol.I actually really enjoyed Maia's character as well. She was smart and strong and I love how passionate she was for her work.I really really enjoyed this book. My one small comment is even though I loved how it ended (because duh happy ending!) but I kind of wanted it to go the other way and have him stay as he was and have had Maia join him, even though it was less practical, just my thoughts as I'm reflect, but hey it was still an AMAZING ending and I loved the last sentence, it was a great, powerful way to end. ((my attempts at nonspoiler comments!))I enjoyed this book so much, that by the time I was about half-way through, I had already added all of Rosanna Leo's other books to my TBR list. I can't wait to see what other awesomeness Rosanna Leo can produce.",5
B007RQRU58,A1XIHLM7H2IOUD,"04 20, 2012",Loopy Jen,I am glad I purchased this!,I am glad I came across this for my Kindle because I don't believe I have read any other of Anna's work. I now must go and find anything else of hers!! Any cat (or animal) lover would adore this Kindle single.,5
B003TFE5FO,AJTH0TIH8BEYI,"06 17, 2011",Nalla Jodi,*Screams*,Goodness what a good tale. Pissed me off to no end how it ended though. I wanted more. Wanted to see them get married and have kids. Darn it! I just wanted more!,5
B00FKC15IE,A18AKN28L5D86D,"10 1, 2013",Victoria Pitts Caine,Love Triumphs!,"Natalia Montalvo returned to New York to heal her broken heart. She had suffered through the affair of her billionaire husband, their divorce, and the media splash it had made in both Italy and New York.She agreed to go to a charity ball knowing her ex would be there. He arrives with a beautiful blonde and Natalia escapes to the balcony to regain her composure. Her brother's best friend and architectural giant, Jared, dashes out moments later to get away from the rich and powerful people he can't stand just on the other side of the door in the ballroom.And then they meet. He's dashing and she's uncertain but they can't deny what's happening between them. But then Natalia feels that when then once again wind up at a public event with her ex and his girlfriend that Jared's kisses are meant for show not for love. Will she be able to win him back or does he even care?Ruth Roberts captures the reader from the first paragraph with her alluring description of a high society charity ball in New York. The anxiety of Natalia's uncertainty is soothed by the charm of the handsome Jared. The description of the clothing and the elegant setting of the story put me there. Nice Job, Ms. Roberts.",5
B004ZUS1TI,ARHYU0IMJFOS5,"01 19, 2013",Tracy,God is good!,"In this short book seven types of God's grace are explained. I liked that scripture reference was provided. This book is a reminder for Christians, we always need to be reminded of God's goodness. If you are a new Christian or not saved this book will teach you about God's unmerited favor. Every person on earth needs to know God's grace.",5
B0052XTW5O,A162RUEBFRKZ17,"05 13, 2013","MiiSarah ""MiiSarah""",Good Book,I really enjoyed reading this book.  I really liked the first book also so I will totally keep reading the books in this series.  Keep them coming!,5
B00JF9HC6W,A1DGWRL1FR2654,"04 22, 2014","advidreader ""reader of ghetto fiction""",Wonderful Read,"A story of two beautiful women unexpectedly falling in love.  Grey one of the main characters grieving for the loss of her fianc&eacute;e,  along comes Lauren a woman with a strong resemblance to Grey's deceased fianc&eacute;e.  Characters well developed and the sex was ever so hot!  Excellent read for the price.  Buy it you won't regret it.",5
B009NK7ELQ,A107KJ5XSAD7K9,"03 21, 2014",Amazon Customer,interesting background,"I live in Houston and go to the hill country a couple of times a year. They gave some great little restaurants that sound a lot like the Rose. Good character development and growth, nice story line.",5
B0057XY0UQ,A2NYPY61SB546O,"02 3, 2014",Fred E. Pugh,Great book,"This book was another great read in the Voidhawk series. Rosh is a man trying to be bad or amoral, but keeps becoming a hero.  I have enjoyed every book in the Voidhawk series that I have read.",5
B009EONL36,A2SZG6WUHMXZ7H,"06 5, 2013",mariey,Ingriguing mystery packed with a large dose of comedy,"The Mary Celeste Papers by Paul Gallimore would be best classified as a mystery with a large dose of comedy that delivers everything you could want and then some.Paul's style of writing takes you on a journey through the lives of some of the most unique characters I've ever read. The banter between these fascinating individuals is exactly what drew me into this book. From the very first chapter, my interest was piqued and I was captivated with each turn of events.Another aspect I enjoyed was that I could not predict the ending at all. Just when I thought I was reading what would be the conclusion, one last plot twist unfolded that blew me away.I absolutely love Paul's writing and this book is definitely one that I would recommend for anyone with a good sense of humor that enjoys an intriguing mystery.",5
B0055L5S9M,A1P7LS0FDRNBDL,"01 29, 2013",kathleen dodd,sooo good,this book is sooo good it has unexpected twists and turns which makes it great and it has its hilarious moments too,5
B00F2IX71O,A246LAZYEY4N5N,"04 2, 2014",Bonnie Drury,Loved this book!,"I was immediately drawn into the story and characters, and couldn't put the book down. I highly recommend this book and want to read more by Sally Mandel.",5
B0078XG13W,A3M1597WNU6O31,"02 28, 2013",Bee,Delightful,I'm so thankful that someone takes the time to write good stories with thoughtful descriptions and enough interplay between characters that you want to laugh outloud because its just how you would react.,5
B00359FHZ6,AYCCC2BFKPXON,"04 12, 2013",My 2  cents worth,my 2 cents worth,the characters in this book were lifelike.  very plausable in todays world  it was apage turner looking forward to the next book by m.h.sargent,5
B009KLM986,ACNODO6AG74W6,"10 7, 2012",Christine Nguyen,Great Refresher!,"Makes Spanish easy to learn or in my case, re-learn.  I love the easy to follow format of the author and the many lessons that were taught.  Now that I am living in a Spanish speaking country, these books helps me master the vocabulary needed to try to start a conversation.",5
